tweet,Airtel_Pos,Airtel_Neut,Airtel_Neg,Saf_Pos,Saf_Neut,Saf_Neg,clean_tweets
"@AIRTEL_KE I have tried but it has failed
When I insert another Airtel simcard in the same phone I is working I don… https://t.co/SKluRASeMdI think @SafaricomPLC @Safaricom_Care is also sleeping on their job when scammers are out here preying on their cus… https://t.co/FZRwHlTIOI",0,0,1,0,1,0,tried failed insert another airtel simcard phone working think also sleeping job scammers preying cus
"@BrianBwana_ @BrianBwana_ : Hi Brian,Kindly check your data usage here https://t.co/qAfXyE07nZ as data is charged o… https://t.co/2UZGYFppI1@Airtel_Ug 
Hello Airtel ug, does tugabane still work on daily bundles
Thanks",1,0,0,1,0,0,kindly check data usage data charged hello airtel ug tugabane still work daily bundles thanks
Instead of @SafaricomPLC educating their clients on how to be safe from fraudsters they are busy sending a million messages requesting them to download the mpesa app. Where does customer protection rank considering the rising cases of sim swap and the rest? @PeterNdegwa@elu_kida Huko pekee ndo kuna net ya @AIRTEL_KE juu net yao hukua shit🤦🏾‍♂️,0,0,1,0,0,1,instead educating clients safe fraudsters busy sending million messages requesting download mpesa app customer protection rank considering rising cases sim swap rest huko pekee net juu net yao hukua shit
@AIRTEL_KE I have tried but it is not yet functional@maina_011 @NixonNixx @Safaricom_Care @duncan_kyalo17 Issa scam that one,0,1,0,0,0,1,tried yet functional issa scam one
"@Vinnykipskorir Hello Vincent, so sorry for that experience. Kindly Dm the affected number for checks and troubleshooting.^CaroSafaricom’s M-Pesa, Visa offer virtual card for global transactions  https://t.co/kRcIsdnMvE",1,0,0,0,1,0,hello vincent sorry experience kindly affected number checks troubleshooting carosafaricom pesa visa offer virtual card global transactions
"@AIRTEL_KE In Mombasa your network is pathetic, Truth be toldOnce you have the Mpesa App, you will see Mpesa GlobalPay mini app under services. (First screen), Opt in, and get to shopping internationally. Feedback is tracked, please tag @SafaricomPLC and use #MPESAGlobalPay hashtag 🙏🏾",0,0,1,1,0,0,mombasa network pathetic truth toldonce mpesa app see mpesa globalpay mini app services first screen opt get shopping internationally feedback tracked please tag use mpesaglobalpay hashtag
"@rutty_cleo @OliverMathenge @AIRTEL_KE When it comes to tech, old is garbage.@NotJustOkVC @Safaricom_Care Kula block",0,1,0,0,0,1,comes tech old garbage kula block
"@frankamol1 Hi Frank, kindly DM https://t.co/jF6LqBUAqM the exact issue you are facing with network , the duration… https://t.co/0ygyIQz7kH@jotieno71 Hi Julius, we are sorry for the experience. Please dm the number and exact location we check. ^Caro",1,0,0,1,0,0,frank kindly exact issue facing network duration julius sorry experience please number exact location check
"Hazina towers isn't a unique case. It appears, NSSF mega projects have similar problems. Just follow up on the fate… https://t.co/N1vcWD9z6SHi @AIRTEL_KE how long do you plan to ignore my issue?",0,0,1,0,0,1,hazina towers unique case appears nssf mega projects similar problems follow fate long plan ignore issue
"@Airtel_Ug please no one has a passport in the whole clan... Stop giving me heartbreak when I see 
#airtelmoney mes… https://t.co/pPgusCt2C8.@Safaricom_Care it's not working for postpay. https://t.co/QgYEoZAP2i",0,0,1,0,1,0,please one passport whole clan stop giving heartbreak see airtelmoney mes working postpay
"@AIRTEL_KE i bought credit via     620622 but hasn't arrived, wat could be wrong, my no. 0750463038@Safaricom_Care Dm",0,0,1,0,1,0,bought credit via arrived wat could wrong
"b'Someone who has already ignored the role of safaricom in kenya,he doesnt know that this is the biggest telecommunic\xe2\x80\xa6 https://t.co/F6rlPR0Nw1'@drwatooro @melvinnasasira Lycamobile should be an option. Ever since I started using it, it's made me forget all t… https://t.co/pFSj04JKKN",0,0,1,0,0,1,b someone already ignored role safaricom kenya doesnt know biggest telecommunic xe x xa lycamobile option ever since started made forget
"b'@AIRTEL_KE I updated mine and got confirmation, but have not seen those free data. Why are you lying to mtumishi jameni.'@Safaricom_Care @samruwa Same for post paid customers?",0,0,1,0,1,0,b updated mine confirmation seen free data lying mtumishi jameni post paid customers
"@duncankiproti14 @Kenyans Safaricom is private and being in business they can't wish Airtel to be ahead so they have improved their services to outshine Airtel, There is no milk quality than brookside in Kenya, this is not killing Other companies but doing your best to succeed,avoid brookside,buy Daima.",0,1,0,0,1,0,safaricom private business wish airtel ahead improved services outshine airtel milk quality brookside kenya killing companies best succeed avoid brookside buy daima
Is this true or false?? Let's share our experience with @AIRTEL_KE  Karua Uhuru Gardens Kalonzo yUDA Kenya Kwanza WhatsApp Waiguru Naivas Amerix Gachagua Kajiado Kitale Safaricom Bonface Mwangi Pandora Mudavadi ODM Arror and Kimwarer Uhuru Ruto Madharau EACC Oparanya #Azimio  https://t.co/w3R1E4fbqiWell Another problem why the fraud cannot end is that @SafaricomPLC prefer to fire instead of taking them to court… https://t.co/oxqqj4QoWS,1,0,0,0,0,1,true false let share experience karua uhuru gardens kalonzo yuda kenya kwanza whatsapp waiguru naivas amerix gachagua kajiado kitale safaricom bonface mwangi pandora mudavadi odm arror kimwarer uhuru ruto madharau eacc oparanya azimio another problem fraud cannot end prefer fire instead taking court
"b'You can pay using various methods ,visa card, Airtel money,Mpesa and others. #lg100club #lgsomethingbetter'b'RT @judah_mut: Ruto needs to educate his bootlickers on how to communicate. Yesterday was the DO on Safaricom and other leading brands, tod\xe2\x80\xa6'",0,0,1,0,1,0,b pay various methods visa card airtel money mpesa others lg club lgsomethingbetter b rt ruto needs educate bootlickers communicate yesterday safaricom leading brands tod xe x xa
"@Airtel_Presence @obiazmi Aajtak koi improvement nhi hua, week poor network coverage indoor &amp; outdoor, anytime network fluctuations issues, Ghatiya Bad Data experience issues. Complaint Bana ke Bewkuf Bana rhe hai #Airtel ke chutiya Chamcha chatukar advisor.  @Airtel_Presence @airtelindia @DoT_IndiaSafaricom’s M-Pesa, Visa offer virtual card for global transactions  https://t.co/VvbeM1rwP5",0,0,1,0,1,0,aajtak koi improvement nhi hua week poor network coverage indoor amp outdoor anytime network fluctuations issues ghatiya bad data experience issues complaint bana ke bewkuf bana rhe hai airtel ke chutiya chamcha chatukar advisor pesa visa offer virtual card global transactions
"@EngineerMara Hello Mark, We are checking on this. ^Jamo@Safaricom_Care @EKOKWAOCHANGO So you choosing those who you are helping? The time 80k was stolen from my mpesa shop u told to report to CID",0,1,0,0,0,1,hello mark checking choosing helping time k stolen mpesa shop u told report cid
@chesh_john Following up on the issue.^Carob'@omwambaKE There is nothing as difficult as talking to a safaricom agent the process is to long an never works at all',0,1,0,1,0,0,following issue carob nothing difficult talking safaricom agent process long never works
"@AIRTEL_KE Good morning, why is my line off again?@Safaricom_Care tunaapply izo visa debit wapi",1,0,0,0,1,0,good morning line tunaapply izo visa debit wapi
"@Airtel_Ug So you Customer according to the areas or locations .
Be serious Airtel..I'm doing My #52WeekChallenge with KCB,coz Safaricom will give you 20bob as interest after saving for a whole year 🤣  if i hit my Target imma be going to Maldives for my December Holidays 🤭💙",0,0,1,1,0,0,customer according areas locations serious airtel weekchallenge kcb coz safaricom give bob interest saving whole year hit target imma going maldives december holidays
"@_crazy_kinyan Hello, kindly dm the affected number for checks on the issue.^CaroHello @Safaricom_Care  nimejaribu that *100*100# USSD code but inaniletea error what could be the problem",1,0,0,0,0,1,hello kindly affected number checks issue carohello nimejaribu ussd code inaniletea error could problem
"I was a man under SIEGE today.   I got a call from a woman claiming to be my MOTHER-IN-LAW.  Then there was a 2 minute silence before her AIRTIME got depleted.   Thank you @SafaricomPLC@AIRTEL_KE wow! just confirmed the report from the @CA_Kenya to be true, you hav very poor services.",1,0,0,1,0,0,man siege today call woman claiming mother law minute silence airtime depleted thank wow confirmed report true hav poor services
"@AIRTEL_KE  I am signing in as a trial,  @Safaricom_Care took me for a ride for the last two days and I am considering divorce paperwork only if you are up to the task.",1,0,0,0,0,1,signing trial took ride last two days considering divorce paperwork task
"i am the only smelling a rat from IEBC ? the fliplop is worrying , i really doubt them #muthama #safaricom #murkomenThe @AIRTEL_KE Data offers are fake and useless. 500MBs are vanishing like that?? Bwana wacheni ukora.",0,0,1,0,0,1,smelling rat iebc fliplop worrying really doubt muthama safaricom murkomenthe data offers fake useless mbs vanishing like bwana wacheni ukora
"b'For those who want to send in their donations via MoMo or Airtel money can use this short code *777*77*200237#, and\xe2\x80\xa6 https://t.co/pQg5568EZx'I was talking to my sister a moment ago but now I can't reach her please help me Safaricom. she is sick really sick😭😭😭😭.",1,0,0,0,0,1,b want send donations via momo airtel money use short code xe x xa talking sister moment ago reach please help safaricom sick really sick
@AIRTEL_KE Mbona data zimekuwa expensive hivo@Nikkitontelle_ @Safaricom_Care Please fix this Mshwari issues. Some of us have money in there and can't access any… https://t.co/B57NWMnTwo,0,1,0,1,0,0,mbona data zimekuwa expensive hivo please fix mshwari issues money access
@AIRTEL_KE You have now started stealing from us like safaricomb'@Safaricom_Care check dm kindly',0,0,1,1,0,0,started stealing like safaricomb check kindly
"@SimonMwika Great @SimonMwika , thanks for your support . ^Caro@TRUTTOH @TRUTTOH  You are on Timeline Kipkoech which can be seen by everyone including fraudsters. Protect yoursel… https://t.co/FDoYozp2p7",1,0,0,0,0,1,great thanks support timeline kipkoech seen everyone including fraudsters protect yoursel
@AIRTEL_KE The network itself is so poor even when u buy these data u don't get to enjoy them@Safaricom_Care check dm tafadhali,1,0,0,0,1,0,network poor even u buy data u get enjoy check tafadhali
"@Safaricom_Care Thank you, IW for getting back to me. I understand that. What I am saying is the user experience here is not great. There is a one size fits all approach and its so difficult to do something so simple. I am also appalled that ya'll still asking for visa information for roaming.b""@ArapTilingi Airtel Mifi's available @4000/= free Deliveries in Nairobi. Support your plug\n0781074146 https://t.co/y58krVIOqY""",1,0,0,1,0,0,thank iw getting back understand saying user experience great one size fits approach difficult something simple also appalled still asking visa information roaming b airtel mifi available free deliveries nairobi support plug n
"@AIRTEL_KE I bought 30 day bundles using Airtel money over hour ago and haven't received them. Kindly helpb""@GeneralChina6 @WanjikuHSC Gachagua said his companies pay  billions in taxes, but he's against safaricom and will\xe2\x80\xa6 https://t.co/VzuY1OSbuL""",1,0,0,0,0,1,bought day bundles airtel money hour ago received kindly helpb gachagua said companies pay billions taxes safaricom xe x xa
"@AIRTEL_KE your customer care services are pathetic,bottom of the barrel🚮. @FaibaMobile when are you saving us from… https://t.co/7PMCFzRw0JSo @Safaricom_Care for how long we will have to be uninstalling and stalling the mpesa app, it seems your latest deployment isn't stable",0,0,1,1,0,0,customer care services pathetic bottom barrel saving long uninstalling stalling mpesa app seems latest deployment stable
"@AIRTEL_KE Hello, My Airtel Money account is locked for having entered the wrong. Am a bit far from any customer ca… https://t.co/EFRcSvfHpeb'@omwambaKE There is nothing as difficult as talking to a safaricom agent the process is to long an never works at all'",0,0,1,1,0,0,hello airtel money account locked entered wrong bit far customer ca nothing difficult talking safaricom agent process long never works
"@NgorMabor @Safaricom_Care Yeah, it's an Mpesa virtual card where you can receive and send money anywhere in the world!@Airtel_Ug there's something you're not telling us, your internet has an issue and I feel like you know it for a fa… https://t.co/HhpIDYhz9B",1,0,0,1,0,0,yeah mpesa virtual card receive send money anywhere world something telling internet issue feel like know fa
"b'@AIRTEL_KE QEP8M1ME7C Confirmed. Ksh99.00 sent to DIRECT PAY HQ for account R33845491MBT30637387 on 25/5/22 at 9:38\xe2\x80\xa6 https://t.co/arUkCiXMBv'@okothkongo Hello Okoth, select option 2 to decline the service. ^OG",0,0,1,0,1,0,b qep c confirmed ksh sent direct pay hq account r mbt xe x xa hello okoth select option decline service og
